Reference_type,access_date,alternate_title,author,date,edition,externalBibCode,internal_taxon_id,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,3070,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Channing, A. and van Wyk, A.",,,,3070,,,33,,33,,,,Journal of Herpetological Association of Africa,,,,<i>Breviceps macrops</i>: Distribution and ecology,Journal Article,,,1987
Assessment,,,"Channing, A.",,,,3176,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Tandy, M. and Keith, R.",,,,3176,,,,,119-170,"Austin, Texas",University of Texas Press,"Blair, W.F.",Evolution in the genus <i>Bufo</i>,,,,African <i>Bufo</i>,Book Section,,,1972
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,3176,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,3176,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Wager, V.A.",,,,3176,,,,,,Craighall,Delta Books,,,,,,"Frogs of South Africa, 2nd edition",Book,,,1986
Assessment,,,"Channing, A.",,,,3441,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,3441,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,3441,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Wager, V.A.",,,,3441,,,,,,Craighall,Delta Books,,,,,,"Frogs of South Africa, 2nd edition",Book,,,1986
Assessment,,,"De Villiers, C.G.S.",,,,3441,,,13,,123-141,,,,Annals of the Transvaal Museum,,,,"Some observations on the breeding habits of the Anura of the Stellenbosch Flats, in particular of <i>Cacosternum capense</i> and <i>Bufo angusticeps</i>",Journal Article,,,1929
Assessment,,,"Harrison, J.A., Burger, M., Minter, L.R., de Villiers, A.L., Baard, E.H.W., Scott, E., Bishop, P.J. and Ellis, S.",,,,3441,,,,,,"Apple Valley, Minnesota",IUCN/SSC Conservation Breeding Specialist Group,,,,,,Conservation Assessment and Management Plan for Southern African Frogs,Book,,,2001
Assessment,,,"Lambiris, A.J.L.",,,,3442,,,,,1-210,,,,Lammergeyer,,,Published,A review of the amphibians of Natal,journal article,,39,1989
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,3442,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Lambiris, A.J.L.",,,,3442,,,23,,63-66,,,,S. Afr. J. Zool.,,,,A new species of <i>Cacosternum</i> (Amphibia: Anura: Ranidae) from Natal,Journal Article,,,1988
Assessment,,,"Channing, A.",,,,3776,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Tandy, M. and Keith, R.",,,,3776,,,,,119-170,"Austin, Texas",University of Texas Press,"Blair, W.F.",Evolution in the genus <i>Bufo</i>,,,,African <i>Bufo</i>,Book Section,,,1972
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,3776,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,3776,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"De Villiers, A.L.",,,,3776,,,,,142-148,"Stellenbosch, South Africa",Herpetological Association of Africa,,"Proceedings of the Third H.A.A. Symposium on African Herpetology, 1993, Pretoria",,,,Monitoring the distribution and conservation status of threatened amphibians in the southwestern Cape,Book Section,,,1997
Assessment,,,"Grandison, A.G.C.",,,,3776,,,39,,293-298,,,,Bulletin of the British Museum Natural History (Zoology),,,,A new genus of toad (Anura: Bufonidae) from the Republic of South Africa with remarks on its relationships,Journal Article,,,1980
Assessment,,,"Bates, M.F. and Haacke, W.D.",,,,54359,,,,,101-158,,,,"Navorsinge van die Nasionale Museum, Bloemfontein",,,Published,The frogs of Lesotho: diversity and distribution,journal article,,19,2003
Assessment,,,"Lambiris, A.J.L.",,,,54359,,,,,1-210,,,,Lammergeyer,,,Published,A review of the amphibians of Natal,journal article,,39,1989
Assessment,,,"Channing, A.",,,,54359,,,,,797-831,,,,Annals of the Natal Museum,,,Published,Ecological and systematic relationships of <i>Rana</i> and <i>Strongylopus</i> in southern Natal,journal article,,23,1979
Assessment,,,"Channing, A.",,,,54359,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Poynton, J.C.",,,,54359,,,,,1-334,,,,Annals of the Natal Museum,,,Published,The amphibia of southern Africa: a faunal study,journal article,,17,1964
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,54359,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,54359,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Wager, V.A.",,,,54359,,,,,,Craighall,Delta Books,,,,,,"Frogs of South Africa, 2nd edition",Book,,,1986
Assessment,,,"van Dijk, D.E.",,,,54359,,,39,,77-90,,,,Koedoe,,,,Anuran fauna of the Lesotho Highlands in the Khatse Dam catchment area and Jorodane River region,Journal Article,,,1996
Assessment,,"","Bates, M.F.","","",,54359,"","",18,"",77-94,"","","","Navorsinge van die Nasionale Museum, Bloemfontein","","",Published,"Distribution of <i>Amietia vertebralis</i> (Hewitt, 1927) (Anura: Ranidae), with comments on its taxonomic and conservation status",journal article,"","",2002
Assessment,,,"Channing, A.",,,,54723,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Tandy, M. and Keith, R.",,,,54723,,,,,119-170,"Austin, Texas",University of Texas Press,"Blair, W.F.",Evolution in the genus <i>Bufo</i>,,,,African <i>Bufo</i>,Book Section,,,1972
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,54723,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,54723,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Cunningham, M. and Cherry, M.I.",,,,54723,,,49,,9-22,,,,African Journal of Herpetology,,,,Mitochondrial DNA divergence in southern African Bufonids: are species equivalent entities?,Journal Article,,,2000
Assessment,,,"Poynton, J.C. and Lambiris, A.J.L.",,,,54723,,,47,,3-12,,,,African Journal of Herpetology,,,,"On <i>Bufo pantherinus</i> A. Smith, 1828 (Anura: Bufonidae), the leopard toad of the southwestern Cape, South Africa, with the designation of a neotype",Journal Article,,,1988
Assessment,,,"Cherry, M.I.",,,,54723,,,120,,164-176,,,,Behavior,,,,"Sexual selection in the leopard toad, <i>Bufo pardalis</i>",Journal Article,,,1992
Assessment,,,"Eick, B.N., Harley, E.H. and Cherry, M.I.",,,,54723,,,35,,113-114,,,,Journal of Herpetology,,,,Molecular analyses supports specific status of <i>Bufo pardalis</i> and <i>Bufo pantherinus</i>,Journal Article,,,2001
Assessment,,,"Lambiris, A.J.L.",,,,55280,,,,,1-210,,,,Lammergeyer,,,Published,A review of the amphibians of Natal,journal article,,39,1989
Assessment,,,"Channing, A.",,,,55280,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,55280,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,55280,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Wager, V.A.",,,,55280,,,,,,Craighall,Delta Books,,,,,,"Frogs of South Africa, 2nd edition",Book,,,1986
Assessment,,,"Alexander, G.J.",,,,55280,,,15,,1-41,,,,Durban Museum Novitates,,,,Reptiles and amphibians of Durban,Journal Article,,,1990
Assessment,,,"Laurent, R.F.",,,,55280,,,194,,1-67,,,,"Annales Musée Royal de l'Afrique Centrale, Sciences Zoologiques",,,,Tentative revision of the genus <i>Hemisus</i> Gunther,Journal Article,,,1972
Assessment,,"","Pickersgill, M.","","",,55280,"","","","","",Frankfurt am Main,Edition Chimaira,"","","","",Published,Frog Search. Results of Expeditions to Southern and Eastern Africa.,book,"","",2007
Assessment,,,"Armstrong, A.J.",,,,56078,,,2,,79-96,,,,Journal of Herpetology,,,Published,Conservation status of herpetofauna endemic to KwaZulu-Natal,journal article,,50,2001
Assessment,,,"Lambiris, A.J.L.",,,,56078,,,,,1-210,,,,Lammergeyer,,,Published,A review of the amphibians of Natal,journal article,,39,1989
Assessment,,,"Channing, A.",,,,56078,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Poynton, J.C.",,,,56078,,,,,1-334,,,,Annals of the Natal Museum,,,Published,The amphibia of southern Africa: a faunal study,journal article,,17,1964
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,56078,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,56078,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Alexander, G.J.",,,,56078,,,15,,1-41,,,,Durban Museum Novitates,,,,Reptiles and amphibians of Durban,Journal Article,,,1990
Assessment,,,"Pickersgill, M.",,,,56078,,,13,,203-220,,,,Durban Museum Novitates,,,,Three new <i>Afrixalus</i> (Anura: Hyperoliidae) from south-eastern Africa,Journal Article,,,1984
Assessment,,,"Backwell, P.R.Y. and Passmore, N.I.",,,,56078,,,105,,275-280,,,,Journal of African Zoology,,,,Advertisement calls and female phonotaxis in Natal dwarf <i>Afrixalus</i> (Anura: Hyperoliidae),Journal Article,,,1991
Assessment,,,"Pickersgill, M.",,,,56078,,,21,,49-59,,,,Durban Museum Novitates,,,,"A new subspecies of <i>Afrixalus</i> from KwaZulu-Natal, South Africa, and comments on its superspecies affinities",Journal Article,,,1996
Assessment,,"","Schiøtz, A.","","",,56078,"","","","","",Frankfurt am Main,Edition Chimaira,"","","","",Published,Treefrogs of Africa,book,"","",1999
Assessment,,"","Pickersgill, M.","","",,56078,"","","","","",Frankfurt am Main,Edition Chimaira,"","","","",Published,Frog Search. Results of Expeditions to Southern and Eastern Africa.,book,"","",2007
Assessment,,"","Pickersgill, M.","","",,56078,"","","","","",University of Leeds,Unpublished MSc thesis,"","","","",Published,The ethology and systematics of eastern and southern African savanna <i>Afrixalus</i> (Anura: Hyperoliidae),book,"","",2000
Assessment,,,"Channing, A.",,,,56065,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,56065,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,56065,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Pickersgill, M.",,,,56065,,,21,,49-59,,,,Durban Museum Novitates,,,,"A new subspecies of <i>Afrixalus</i> from KwaZulu-Natal, South Africa, and comments on its superspecies affinities",Journal Article,,,1996
Assessment,,"","Schiøtz, A.","","",,56065,"","","","","",Frankfurt am Main,Edition Chimaira,"","","","",Published,Treefrogs of Africa,book,"","",1999
Assessment,,"","Pickersgill, M.","","",,56065,"","","","","",Frankfurt am Main,Edition Chimaira,"","","","",Published,Frog Search. Results of Expeditions to Southern and Eastern Africa.,book,"","",2007
Assessment,,"","Pickersgill, M.","","",,56065,"","","","","",University of Leeds,Unpublished MSc thesis,"","","","",Published,The ethology and systematics of eastern and southern African savanna <i>Afrixalus</i> (Anura: Hyperoliidae),book,"","",2000
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,57713,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Minter, L.R.",,,,57713,,,52,,9-21,,,,African Journal of Herpetology,,,,Two new cryptic species of <i>Breviceps</i> (Anura: Microhylidae) from southern Africa,Journal Article,,,2003
Assessment,,,"Channing, A.",,,,57721,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Poynton, J.C.",,,,57721,,,,,1-334,,,,Annals of the Natal Museum,,,Published,The amphibia of southern Africa: a faunal study,journal article,,17,1964
Assessment,,,"Poynton, J.C.",,,,57721,,,,,319-332,,,,Annals of the Natal Museum,,,Published,Descriptions of southern African amphibians,journal article,,15,1963
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,57721,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,57721,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Wager, V.A.",,,,57721,,,,,,Craighall,Delta Books,,,,,,"Frogs of South Africa, 2nd edition",Book,,,1986
Assessment,,,"Minter, L.R.",,,,57721,,,,,,"University of Witwatersrand, Johannesburg",Unpublished PhD thesis,,,,,,Aspects of the reproductive biology of <i>Breviceps</i>,Book,,,1998
Assessment,,,"Channing, A.",,,,58058,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,58058,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Channing, A., Hendricks, D. and Dawood, A.",,,,58058,,,29,,240-243,,,,South African Journal of Zoology,,,,Description of a new moss frog from the south-western Cape (Anura: Ranidae: <i>Arthroleptella</i>),Journal Article,,,1994
Assessment,,,"Channing, A.",,,,58060,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,58060,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Dawood, A. and Channing, A.",,,,58060,,,34,,375-379,,,,Journal of Herpetology,,,,A molecular phylogeny of moss frogs with the description of a new species,Journal Article,,,2000
Assessment,,,"Channing, A.",,,,58061,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,58061,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
Assessment,,,"Passmore, N.I. and Carruthers, V.C.",,,,58061,,,,,,Johannesburg,Southern Book Publishers and Witwatersrand University Press,,,,,,"South African Frogs, 2nd Edition",Book,,,1995
Assessment,,,"Wager, V.A.",,,,58061,,,,,,Craighall,Delta Books,,,,,,"Frogs of South Africa, 2nd edition",Book,,,1986
Assessment,,,"Channing, A., Hendricks, D. and Dawood, A.",,,,58061,,,29,,240-243,,,,South African Journal of Zoology,,,,Description of a new moss frog from the south-western Cape (Anura: Ranidae: <i>Arthroleptella</i>),Journal Article,,,1994
Assessment,,,"Armstrong, A.J.",,,,58062,,,2,,79-96,,,,Journal of Herpetology,,,Published,Conservation status of herpetofauna endemic to KwaZulu-Natal,journal article,,50,2001
Assessment,,,"Channing, A.",,,,58062,,,,,,Ithaca and London,Cornell University Press,,,,,,Amphibians of Central and Southern Africa,Book,,,2001
Assessment,,,"Minter, L.R., Burger, M., Harrison, J.A., Braack, H.H., Bishop, P.J. and Knoepfer, D.",,,,58062,,,,,,"Washington, D.C.",SI/MAB Series No. 9,,,,,,"Atlas and Red Data Book of the Frogs of South Africa, Lesotho and Swaziland",Book,,,2004
